gene_id,gene_name
7471,C1GALT1
7472,AC005532.1
7473,COL28A1
7474,AC004982.1
7475,AC004982.2
7476,MIOS
7477,RPA3
7478,UMAD1
7479,AC006042.2
7480,GLCCI1
7481,ICA1
7482,AC007009.1
7483,NXPH1
7484,AC004949.1
7485,NDUFA4
7486,PHF14
7487,AC004160.1
7488,THSD7A
7489,TMEM106B
7490,VWDE
7491,SCIN
7492,ARL4A
7493,AC011287.1
7494,AC011287.2
7495,ETV1
7496,DGKB
7497,AGMO
7498,MEOX2
7499,AC005550.2
7500,LINC02587
7501,AC006041.2
7502,CRPPA
7503,CRPPA-AS1
7504,SOSTDC1
7505,ANKMY2
7506,AC005014.4
7507,BZW2
7508,AC073333.1
7509,TSPAN13
7510,AHR
7511,AC073332.1
7512,AC019117.2
7513,SNX13
7514,HDAC9
7515,TWIST1
7516,AC007091.1
7517,TWISTNB
7518,AC005062.1
7519,MACC1
7520,ITGB8
7521,ABCB5
7522,LINC01162
7523,SP4
7524,DNAH11
7525,CDCA7L
7526,RAPGEF5
7527,STEAP1B
7528,AC002480.2
7529,TOMM7
7530,AC005682.2
7531,SNHG26
7532,FAM126A
7533,KLHL7-DT
7534,KLHL7
7535,NUP42
7536,GPNMB
7537,MALSU1
7538,IGF2BP3
7539,TRA2A
7540,CCDC126
7541,FAM221A
7542,STK31
7543,AC004485.1
7544,AC003044.1
7545,MPP6
7546,GSDME
7547,AC003093.1
7548,OSBPL3
7549,CYCS
7550,C7orf31
7551,AC005165.1
7552,NFE2L3
7553,HNRNPA2B1
7554,CBX3
7555,SNX10
7556,AC004540.1
7557,SKAP2
7558,HOTAIRM1
7559,HOXA3
7560,HOXA-AS2
7561,HOXA4
7562,HOXA-AS3
7563,HOXA5
7564,HOXA6
7565,HOXA7
7566,HOXA9
7567,HOXA10-AS
7568,HOXA10
7569,HIBADH
7570,AC007130.1
7571,AC005091.1
7572,TAX1BP1
7573,JAZF1
7574,JAZF1-AS1
7575,CREB5
7576,TRIL
7577,AC005162.3
7578,CPVL
7579,CHN2
7580,AC004593.1
7581,AC007255.1
7582,WIPF3
7583,SCRN1
7584,AC007285.1
7585,FKBP14
7586,PLEKHA8
7587,AC007285.2
7588,AC007036.5
7589,MTURN
7590,AC007036.2
7591,ZNRF2
7592,LINC01176
7593,NOD1
7594,GGCT
7595,GARS-DT
7596,AC005154.4
7597,GARS
7598,INMT
7599,MINDY4
7600,AQP1
7601,ITPRID1
7602,PPP1R17
7603,PDE1C
7604,LSM5
7605,AVL9
7606,AC018645.3
7607,LINC00997
7608,AC018648.1
7609,KBTBD2
7610,FKBP9
7611,NT5C3A
7612,RP9
7613,BBS9
7614,BMPER
7615,NPSR1-AS1
7616,NPSR1
7617,DPY19L1
7618,AC005400.1
7619,AC018647.3
7620,HERPUD2
7621,AC018647.2
7622,AC018647.1
7623,SEPTIN7-AS1
7624,SEPTIN7
7625,EEPD1
7626,AC007327.2
7627,KIAA0895
7628,ANLN
7629,AOAH
7630,ELMO1
7631,ELMO1-AS1
7632,EPDR1
7633,SFRP4
7634,STARD3NL
7635,AMPH
7636,VPS41
7637,POU6F2
7638,AC011290.1
7639,YAE1
7640,AC004837.4
7641,RALA
7642,LINC00265
7643,CDK13
7644,MPLKIP
7645,SUGCT
7646,AC004988.1
7647,LINC01449
7648,INHBA
7649,GLI3
7650,AC010132.4
7651,C7orf25
7652,PSMA2
7653,MRPL32
7654,AC005537.1
7655,HECW1
7656,HECW1-IT1
7657,LUARIS
7658,STK17A
7659,COA1
7660,BLVRA
7661,MRPS24
7662,URGCP
7663,UBE2D4
7664,SPDYE1
7665,AC004951.1
7666,LINC00957
7667,DBNL
7668,POLM
7669,AEBP1
7670,POLD2
7671,GCK
7672,YKT6
7673,CAMK2B
7674,NUDCD3
7675,DDX56
7676,TMED4
7677,OGDH
7678,ZMIZ2
7679,PPIA
7680,H2AFV
7681,PURB
7682,AC004854.2
7683,SNHG15
7684,CCM2
7685,NACAD
7686,TBRG4
7687,RAMP3
7688,AC073968.2
7689,ADCY1
7690,IGFBP3
7691,AC004870.4
7692,TNS3
7693,PKD1L1
7694,HUS1
7695,UPP1
7696,ABCA13
7697,VWC2
7698,ZPBP
7699,IKZF1
7700,FIGNL1
7701,GRB10
7702,AC004830.2
7703,COBL
7704,AC005999.2
7705,VSTM2A
7706,VSTM2A-OT1
7707,SEC61G
7708,AC074351.1
7709,EGFR
7710,ELDR
7711,LANCL2
7712,VOPP1
7713,SEPTIN14
7714,ZNF713
7715,NIPSNAP2
7716,MRPS17
7717,PSPH
7718,CCT6A
7719,SUMF2
7720,PHKG1
7721,CHCHD2
7722,AC237221.1
7723,LINC02848
7724,ZNF727
7725,ZNF736
7726,ZNF680
7727,ZNF107
7728,ZNF138
7729,AC073349.4
7730,ZNF273
7731,ZNF117
7732,ERV3-1
7733,ZNF92
7734,VKORC1L1
7735,GUSB
7736,ASL
7737,CRCP
7738,AC068533.3
7739,TPST1
7740,LINC00174
7741,AC008267.5
7742,KCTD7
7743,AC006001.2
7744,RABGEF1
7745,AC027644.3
7746,TMEM248
7747,SBDS
7748,TYW1
7749,SPDYE21P
7750,AC006480.2
7751,AC093655.1
7752,AC069280.2
7753,AC092100.1
7754,AUTS2
7755,GALNT17
7756,CALN1
7757,TYW1B
7758,POM121
7759,NSUN5
7760,BAZ1B
7761,BCL7B
7762,TBL2
7763,MLXIPL
7764,VPS37D
7765,DNAJC30
7766,BUD23
7767,STX1A
7768,ABHD11
7769,CLDN4
7770,METTL27
7771,ELN
7772,LIMK1
7773,EIF4H
7774,LAT2
7775,RFC2
7776,CLIP2
7777,GTF2IRD1
7778,GTF2I
7779,AC211433.1
7780,NCF1
7781,GTF2IRD2
7782,CASTOR2
7783,RCC1L
7784,GTF2IRD2B
7785,TRIM73
7786,POM121C
7787,SPDYE5
7788,HIP1
7789,CCL26
7790,RHBDD2
7791,POR
7792,TMEM120A
7793,STYXL1
7794,MDH2
7795,SRRM3
7796,HSPB1
7797,YWHAG
7798,SSC4D
7799,ZP3
7800,DTX2
7801,SPDYE16
7802,POMZP3
7803,CCDC146
7804,FGL2
7805,AC098851.1
7806,GSAP
7807,PTPN12
7808,APTR
7809,RSBN1L
7810,TMEM60
7811,PHTF2
7812,MAGI2
7813,MAGI2-AS1
7814,AC006355.2
7815,AC074024.1
7816,MAGI2-AS3
7817,GNAI1
7818,CD36
7819,SEMA3C
7820,HGF
7821,CACNA2D1
7822,AC006145.1
7823,PCLO
7824,SEMA3E
7825,SEMA3A
7826,SEMA3D
7827,GRM3
7828,AC005009.2
7829,KIAA1324L
7830,DMTF1
7831,TMEM243
7832,TP53TG1
7833,CROT
7834,ABCB4
7835,ABCB1
7836,RUNDC3B
7837,SLC25A40
7838,DBF4
7839,ADAM22
7840,SRI
7841,AC003991.2
7842,AC003991.1
7843,STEAP4
7844,AC002069.2
7845,ZNF804B
7846,AC002383.1
7847,STEAP2-AS1
7848,STEAP1
7849,STEAP2
7850,CFAP69
7851,AC002064.2
7852,GTPBP10
7853,CLDN12
7854,CDK14
7855,AC002456.1
7856,FZD1
7857,AC079760.2
7858,AC079760.1
7859,AC000058.1
7860,MTERF1
7861,AKAP9
7862,CYP51A1
7863,CYP51A1-AS1
7864,LRRD1
7865,KRIT1
7866,ANKIB1
7867,GATAD1
7868,AC007566.1
7869,ERVW-1
7870,PEX1
7871,RBM48
7872,FAM133B
7873,CDK6
7874,AC000065.2
7875,AC000065.1
7876,AC002454.1
7877,SAMD9
7878,SAMD9L
7879,VPS50
7880,GNG11
7881,BET1
7882,AC006378.1
7883,AC002074.1
7884,AC002074.2
7885,COL1A2
7886,CASD1
7887,SGCE
7888,PEG10
7889,PPP1R9A
7890,AC002429.2
7891,PON1
7892,PON3
7893,PON2
7894,ASB4
7895,AC002451.1
7896,PDK4
7897,DYNC1I1
7898,SLC25A13
7899,SEM1
7900,SDHAF3
7901,TAC1
7902,ASNS
7903,AC079781.5
7904,LMTK2
7905,TECPR1
7906,BRI3
7907,BAIAP2L1
7908,NPTX2
7909,TMEM130
7910,TRRAP
7911,SMURF1
7912,KPNA7
7913,AC004834.1
7914,ARPC1A
7915,ARPC1B
7916,PDAP1
7917,BUD31
7918,PTCD1
7919,CPSF4
7920,ATP5MF
7921,ZNF789
7922,ZNF394
7923,ZKSCAN5
7924,FAM200A
7925,ZNF655
7926,ZSCAN25
7927,CYP3A5
7928,CYP3A7
7929,TRIM4
7930,GJC3
7931,AC004522.3
7932,AZGP1
7933,ZKSCAN1
7934,ZSCAN21
7935,ZNF3
7936,COPS6
7937,MCM7
7938,AP4M1
7939,TAF6
7940,CNPY4
7941,MBLAC1
7942,LAMTOR4
7943,MAP11
7944,GAL3ST4
7945,STAG3
7946,CASTOR3
7947,SPDYE3
7948,PILRB
7949,PILRA
7950,AC005071.1
7951,ZCWPW1
7952,MEPCE
7953,PPP1R35
7954,C7orf61
7955,TSC22D4
7956,AC092849.3
7957,NYAP1
7958,AGFG2
7959,SAP25
7960,LRCH4
7961,PCOLCE
7962,MOSPD3
7963,TFR2
7964,ACTL6B
7965,GNB2
7966,GIGYF1
7967,POP7
7968,ZAN
7969,EPHB4
7970,SLC12A9
7971,SLC12A9-AS1
7972,TRIP6
7973,SRRT
7974,ACHE
7975,MUC3A
7976,AC105446.1
7977,TRIM56
7978,SERPINE1
7979,AP1S1
7980,VGF
7981,PLOD3
7982,ZNHIT1
7983,CLDN15
7984,FIS1
7985,IFT22
7986,COL26A1
7987,CUX1
7988,AC005072.1
7989,SH2B2
7990,PRKRIP1
7991,ORAI2
7992,ALKBH4
7993,LRWD1
7994,POLR2J
7995,RASA4B
7996,SPDYE2
7997,POLR2J3
7998,RASA4
7999,AC105052.4
8000,UPK3BL1
8001,POLR2J2
8002,AC105052.5
8003,FAM185A
8004,FBXL13
8005,LRRC17
8006,ARMC10
8007,NAPEPLD
8008,PMPCB
8009,DNAJC2
8010,PSMC2
8011,SLC26A5
8012,AC005064.1
8013,RELN
8014,ORC5
8015,LHFPL3
8016,LHFPL3-AS1
8017,LHFPL3-AS2
8018,AC007384.1
8019,LINC01004
8020,KMT2E-AS1
8021,KMT2E
8022,AC005070.3
8023,SRPK2
8024,AC004884.2
8025,PUS7
8026,RINT1
8027,EFCAB10
8028,ATXN7L1
8029,CDHR3
8030,SYPL1
8031,NAMPT
8032,AC007032.1
8033,AC004917.1
8034,AC005050.3
8035,CCDC71L
8036,PIK3CG
8037,PRKAR2B
8038,AC006387.1
8039,HBP1
8040,COG5
8041,GPR22
8042,DUS4L
8043,BCAP29
8044,SLC26A4
8045,AC002467.1
8046,CBLL1
8047,DLD
8048,LAMB1
8049,AC005046.1
8050,NRCAM
8051,PNPLA8
8052,THAP5
8053,DNAJB9
8054,AC073114.1
8055,IMMP2L
8056,LRRN3
8057,DOCK4
8058,DOCK4-AS1
8059,ZNF277
8060,AC004112.1
8061,IFRD1
8062,LSMEM1
8063,AC002463.1
8064,TMEM168
8065,BMT2
8066,GPR85
8067,AC073346.1
8068,SMIM30
8069,FOXP2
8070,MDFIC
8071,LINC01393
8072,TFEC
8073,TES
8074,AC002066.1
8075,AC073130.1
8076,CAV2
8077,CAV1
8078,MET
8079,CAPZA2
8080,ST7
8081,ST7-OT4
8082,ST7-AS2
8083,CTTNBP2
8084,LSM8
8085,ANKRD7
8086,LINC02476
8087,KCND2
8088,TSPAN12
8089,ING3
8090,CPED1
8091,FAM3C
8092,PTPRZ1
8093,AASS
8094,AC015983.2
8095,CADPS2
8096,AC004594.1
8097,IQUB
8098,NDUFA5
8099,WASL
8100,AC006333.2
8101,TMEM229A
8102,AC006148.1
8103,GPR37
8104,POT1
8105,POT1-AS1
8106,GRM8
8107,ZNF800
8108,GCC1
8109,ARF5
8110,SND1
8111,SND1-IT1
8112,LRRC4
8113,RBM28
8114,IMPDH1
8115,HILPDA
8116,METTL2B
8117,AC090114.2
8118,AC018638.7
8119,FAM71F2
8120,AC018638.6
8121,FAM71F1
8122,CALU
8123,CCDC136
8124,ATP6V1F
8125,TNPO3
8126,TSPAN33
8127,SMO
8128,AHCYL2
8129,AC009244.2
8130,STRIP2
8131,SMKR1
8132,AC078846.1
8133,NRF1
8134,UBE2H
8135,AC073320.1
8136,ZC3HC1
8137,KLHDC10
8138,TMEM209
8139,AC087071.2
8140,CEP41
8141,MESTIT1
8142,MEST
8143,COPG2
8144,AC007938.3
8145,AUXG01000058.1
8146,AC016831.6
8147,AC016831.7
8148,LINC00513
8149,AC016831.1
8150,AC016831.5
8151,AC058791.1
8152,LINC-PINT
8153,MKLN1
8154,MKLN1-AS
8155,AC008264.2
8156,PODXL
8157,PLXNA4
8158,AC018643.1
8159,AC011625.1
8160,CHCHD3
8161,AC009365.4
8162,EXOC4
8163,LRGUK
8164,SLC35B4
8165,AC009275.1
8166,AKR1B1
8167,BPGM
8168,CALD1
8169,AC083870.1
8170,AGBL3
8171,CYREN
8172,TMEM140
8173,AC083862.3
8174,WDR91
8175,AC009542.1
8176,CNOT4
8177,NUP205
8178,STMP1
8179,SLC13A4
8180,AC015987.1
8181,MTPN
8182,AC024084.1
8183,AC078845.1
8184,AC009264.1
8185,CHRM2
8186,PTN
8187,AC078842.2
8188,AC078842.1
8189,DGKI
8190,CREB3L2
8191,AKR1D1
8192,TRIM24
8193,SVOPL
8194,ATP6V0A4
8195,TMEM213
8196,KIAA1549
8197,ZC3HAV1L
8198,ZC3HAV1
8199,TTC26
8200,UBN2
8201,FMC1
8202,LUC7L2
8203,AC083880.1
8204,CLEC2L
8205,HIPK2
8206,TBXAS1
8207,PARP12
8208,KDM7A
8209,KDM7A-DT
8210,SLC37A3
8211,MKRN1
8212,DENND2A
8213,AC006452.1
8214,ADCK2
8215,NDUFB2
8216,NDUFB2-AS1
8217,BRAF
8218,MRPS33
8219,TMEM178B
8220,AC005692.3
8221,AC073878.1
8222,AGK
8223,AC004918.1
8224,DENND11
8225,AC004918.4
8226,WEE2-AS1
8227,SSBP1
8228,TAS2R4
8229,MGAM
8230,MGAM2
8231,MTRNR2L6
8232,TRBC2
8233,EPHB6
8234,TRPV5
8235,KEL
8236,GSTK1
8237,AC073342.1
8238,TMEM139
8239,CASP2
8240,FAM131B
8241,AC093673.1
8242,ZYX
8243,EPHA1-AS1
8244,TCAF2
8245,TCAF1
8246,OR2F1
8247,ARHGEF35
8248,AC004889.1
8249,OR2A42
8250,OR2A7
8251,OR2A1-AS1
8252,ARHGEF5
8253,TPK1
8254,CNTNAP2
8255,CUL1
8256,EZH2
8257,GHET1
8258,PDIA4
8259,ZNF786
8260,ZNF425
8261,ZNF398
8262,ZNF282
8263,ZNF212
8264,ZNF783
8265,ZNF777
8266,ZNF746
8267,KRBA1
8268,ZNF467
8269,SSPO
8270,ZNF862
8271,ATP6V0E2-AS1
8272,ATP6V0E2
8273,AC092681.2
8274,AC092666.1
8275,AC006008.1
8276,ACTR3C
8277,LRRC61
8278,RARRES2
8279,REPIN1
8280,ZNF775
8281,AC073111.4
8282,GIMAP8
8283,GIMAP7
8284,GIMAP4
8285,GIMAP6
8286,GIMAP2
8287,GIMAP1
8288,GIMAP5
8289,TMEM176B
8290,TMEM176A
8291,KCNH2
8292,NOS3
8293,ATG9B
8294,ABCB8
8295,ASIC3
8296,CDK5
8297,SLC4A2
8298,FASTK
8299,TMUB1
8300,AGAP3
8301,ABCF2
8302,CHPF2
8303,SMARCD3
8304,AC021097.1
8305,NUB1
8306,WDR86
8307,CRYGN
8308,RHEB
8309,PRKAG2
8310,PRKAG2-AS1
8311,GALNT11
8312,KMT2C
8313,LINC01003
8314,XRCC2
8315,ACTR3B
8316,AC006348.1
8317,DPP6
8318,AC006019.3
8319,AC006019.1
8320,AC073336.1
8321,PAXIP1-AS2
8322,PAXIP1
8323,AC093726.2
8324,PAXIP1-AS1
8325,HTR5A
8326,AC144652.1
8327,INSIG1
8328,AC008060.1
8329,AC009403.2
8330,AC009403.1
8331,RBM33
8332,SHH
8333,LINC01006
8334,RNF32
8335,LMBR1
8336,NOM1
8337,UBE3C
8338,DNAJB6
8339,AC006372.3
8340,PTPRN2
8341,NCAPG2
8342,ESYT2
8343,WDR60
8344,ZNF596
8345,AC004908.2
8346,AC004908.3
8347,FBXO25
8348,TDRP
8349,ERICH1
8350,DLGAP2
8351,DLGAP2-AS1
8352,CLN8
8353,AC100810.1
8354,ARHGEF10
8355,AC019257.9
8356,KBTBD11-OT1
8357,KBTBD11
8358,MYOM2
8359,AC246817.2
8360,AC246817.1
8361,CSMD1
8362,AC027251.1
8363,AC010941.1
8364,AC009435.1
8365,AC016065.1
8366,MCPH1
8367,ANGPT2
8368,MCPH1-AS1
8369,AGPAT5
8370,FAM66B
8371,FAM85B
8372,PRAG1
8373,AC087269.1
8374,MFHAS1
8375,ERI1
8376,PPP1R3B
8377,AC022784.1
8378,TNKS
8379,LINC00599
8380,AC034111.2
8381,AC034111.1
8382,MSRA
8383,AC023385.1
8384,AC104964.3
8385,AC104964.1
8386,PRSS51
8387,AC104964.4
8388,RP1L1
8389,SOX7
8390,AC105001.1
8391,PINX1
8392,XKR6
8393,AF131215.6
8394,AF131215.5
8395,AF131215.4
8396,AF131215.2
8397,MTMR9
8398,AF131216.3
8399,FAM167A-AS1
8400,BLK
8401,AC022239.1
8402,NEIL2
8403,FDFT1
8404,AC069185.1
8405,CTSB
8406,FAM66D
8407,FAM86B1
8408,AC145124.1
8409,FAM66A
8410,AC068587.4
8411,LONRF1
8412,TRMT9B
8413,DLC1
8414,AC106845.1
8415,SGCZ
8416,TUSC3
8417,AC018437.3
8418,MSR1
8419,AC011586.2
8420,FGF20
8421,MICU3
8422,AC079193.2
8423,ZDHHC2
8424,CNOT7
8425,VPS37A
8426,MTMR7
8427,SLC7A2
8428,AP006248.4
8429,PDGFRL
8430,MTUS1
8431,AC027117.2
8432,AC027117.1
8433,PCM1
8434,ASAH1
8435,AC124242.1
8436,AC124242.3
8437,NAT1
8438,PSD3
8439,AC100800.1
8440,AC009884.1
8441,SH2D4A
8442,CSGALNACT1
8443,AC090541.1
8444,INTS10
8445,LPL
8446,ATP6V1B2
8447,LZTS1
8448,LZTS1-AS1
8449,AC023403.1
8450,AC021613.1
8451,GFRA2
8452,XPO7
8453,NPM2
8454,DMTN
8455,FAM160B2
8456,NUDT18
8457,HR
8458,REEP4
8459,LGI3
8460,SFTPC
8461,BMP1
8462,PHYHIP
8463,POLR3D
8464,AC105206.2
8465,PIWIL2
8466,SLC39A14
8467,PPP3CC
8468,AC087854.1
8469,SORBS3
8470,PDLIM2
8471,C8orf58
8472,CCAR2
8473,AC037459.2
8474,BIN3
8475,EGR3
8476,PEBP4
8477,AC107959.1
8478,RHOBTB2
8479,TNFRSF10B
8480,TNFRSF10C
8481,TNFRSF10D
8482,TNFRSF10A
8483,CHMP7
8484,R3HCC1
8485,LOXL2
8486,ENTPD4
8487,SLC25A37
8488,AC012574.1
8489,STC1
8490,AC023202.1
8491,ADAM28
8492,AC120193.1
8493,ADAMDEC1
8494,ADAM7
8495,AF106564.1
8496,NEFM
8497,NEFL
8498,AC041005.1
8499,DOCK5
8500,GNRH1
8501,AC091185.1
8502,KCTD9
8503,CDCA2
8504,AC009623.1
8505,EBF2
8506,PPP2R2A
8507,BNIP3L
8508,PNMA2
8509,DPYSL2
8510,ADRA1A
8511,STMN4
8512,TRIM35
8513,PTK2B
8514,EPHX2
8515,CLU
8516,SCARA3
8517,AC013643.2
8518,CCDC25
8519,SCARA5
8520,ELP3
8521,ZNF395
8522,FBXO16
8523,AC025871.1
8524,FZD3
8525,EXTL3
8526,EXTL3-AS1
8527,INTS9
8528,HMBOX1
8529,AC108449.2
8530,KIF13B
8531,AC108449.3
8532,AC108449.1
8533,DUSP4
8534,AC084262.2
8535,LINC02099
8536,SARAF
8537,AC044849.1
8538,LEPROTL1
8539,AC026979.2
8540,DCTN6
8541,AC026979.4
8542,AC026979.3
8543,RBPMS
8544,GTF2E2
8545,SMIM18
8546,GSR
8547,UBXN8
8548,PPP2CB
8549,TEX15
8550,PURG
8551,WRN
8552,AC009563.1
8553,AC068672.2
8554,NRG1
8555,AC068931.1
8556,NRG1-IT1
8557,NRG1-IT3
8558,AC090204.1
8559,FUT10
8560,TTI2
8561,MAK16
8562,RNF122
8563,DUSP26
8564,AF279873.3
8565,AC087855.2
8566,AC090993.1
8567,UNC5D
8568,AC124290.1
8569,AC090809.1
8570,AC137579.2
8571,ZNF703
8572,ERLIN2
8573,PLPBP
8574,ADGRA2
8575,BRF2
8576,RAB11FIP1
8577,EIF4EBP1
8578,ASH2L
8579,STAR
8580,LSM1
8581,BAG4
8582,AC084024.4
8583,DDHD2
8584,PLPP5
8585,NSD3
8586,LETM2
8587,FGFR1
8588,AC087623.3
8589,C8orf86
8590,AC069120.1
8591,TACC1
8592,AC067817.2
8593,PLEKHA2
8594,AC108863.2
8595,HTRA4
8596,TM2D2
8597,ADAM9
8598,ADAM32
8599,TCIM
8600,ZMAT4
8601,SFRP1
8602,GOLGA7
8603,AC009630.1
8604,GINS4
8605,GPAT4
8606,AC009630.3
8607,ANK1
8608,KAT6A
8609,AP3M2
8610,PLAT
8611,IKBKB
8612,POLB
8613,VDAC3
8614,SLC20A2
8615,AC090739.1
8616,SMIM19
8617,CHRNB3
8618,CHRNA6
8619,THAP1
8620,RNF170
8621,HOOK3
8622,FNTA
8623,POMK
8624,HGSNAT
8625,AC120036.4
8626,SPIDR
8627,CEBPD
8628,PRKDC
8629,MCM4
8630,UBE2V2
8631,LINC02847
8632,SNAI2
8633,SNTG1
8634,PXDNL
8635,PCMTD1
8636,AC103769.1
8637,AC064807.1
8638,AC064807.2
8639,ST18
8640,RB1CC1
8641,AC009646.2
8642,OPRK1
8643,AC022034.3
8644,AC022034.1
8645,ATP6V1H
8646,RGS20
8647,TCEA1
8648,LYPLA1
8649,MRPL15
8650,SOX17
8651,RP1
8652,XKR4
8653,AC022679.2
8654,TMEM68
8655,TGS1
8656,LYN
8657,RPS20
8658,PLAG1
8659,CHCHD7
8660,AC107952.2
8661,SDR16C5
8662,PENK
8663,AC012349.1
8664,LINC00968
8665,IMPAD1
8666,LINC01606
8667,AC104051.1
8668,FAM110B
8669,AC027698.1
8670,UBXN2B
8671,SDCBP
8672,NSMAF
8673,TOX
8674,AC090152.1
8675,CA8
8676,LINC01301
8677,RAB2A
8678,AC068389.1
8679,CHD7
8680,AC022182.1
8681,CLVS1
8682,ASPH
8683,LINC02842
8684,AC023095.1
8685,NKAIN3
8686,AC090577.1
8687,NKAIN3-IT1
8688,GGH
8689,TTPA
8690,YTHDF3-AS1
8691,YTHDF3
8692,AC011978.2
8693,LINC01414
8694,MIR124-2HG
8695,CYP7B1
8696,AC104232.2
8697,AC104232.3
8698,ARMC1
8699,MTFR1
8700,PDE7A
8701,AC009879.4
8702,RRS1-AS1
8703,RRS1
8704,ADHFE1
8705,VXN
8706,MYBL1
8707,VCPIP1
8708,SGK3
8709,MCMDC2
8710,SNHG6
8711,PPP1R42
8712,COPS5
8713,CSPP1
8714,ARFGEF1
8715,AC021321.2
8716,AC021321.1
8717,CPA6
8718,PREX2
8719,AC011853.2
8720,C8orf34
8721,SULF1
8722,SLCO5A1
8723,AC079089.1
8724,NCOA2
8725,TRAM1
8726,LACTB2-AS1
8727,LACTB2
8728,XKR9
8729,AC022858.1
8730,EYA1
8731,MSC-AS1
8732,MSC
8733,TRPA1
8734,KCNB2
8735,AC022893.2
8736,TERF1
8737,AC022893.1
8738,SBSPON
8739,RPL7
8740,RDH10
8741,RDH10-AS1
8742,STAU2
8743,AC027018.1
8744,UBE2W
8745,ELOC
8746,TMEM70
8747,LY96
8748,AC087672.2
8749,AC087627.1
8750,JPH1
8751,GDAP1
8752,MIR2052HG
8753,AC115837.2
8754,AC011632.1
8755,PI15
8756,CRISPLD1
8757,CASC9
8758,HNF4G
8759,AC067773.1
8760,LINC01111
8761,ZFHX4-AS1
8762,ZFHX4
8763,PEX2
8764,AC062004.1
8765,PKIA-AS1
8766,PKIA
8767,AC068700.1
8768,AC068700.2
8769,ZC2HC1A
8770,IL7
8771,AC083837.1
8772,STMN2
8773,HEY1
8774,LINC01607
8775,AC036214.1
8776,AC036214.4
8777,MRPS28
8778,AC036214.2
8779,TPD52
8780,AC009686.1
8781,AC034114.2
8782,AC009812.1
8783,ZBTB10
8784,AC009812.4
8785,ZNF704
8786,PAG1
8787,AC022778.1
8788,AC079209.2
8789,FABP5
8790,AC018616.1
8791,PMP2
8792,FABP4
8793,IMPA1
8794,ZFAND1
8795,CHMP4C
8796,AC132219.1
8797,SNX16
8798,LINC02235
8799,AC060765.2
8800,AC060765.1
8801,RALYL
8802,LRRCC1
8803,E2F5
8804,RBIS
8805,CA13
8806,AC011773.3
8807,CA1
8808,CA3
8809,CA3-AS1
8810,CA2
8811,SLC7A13
8812,WWP1
8813,RMDN1
8814,CPNE3
8815,CNGB3
8816,CNBD1
8817,AF121898.1
8818,MMP16
8819,AC090578.1
8820,AF117829.1
8821,RIPK2
8822,OSGIN2
8823,NBN
8824,DECR1
8825,AC004083.1
8826,LINC00534
8827,TMEM64
8828,NECAB1
8829,AC103770.1
8830,C8orf88
8831,PIP4P2
8832,OTUD6B-AS1
8833,OTUD6B
8834,LRRC69
8835,SLC26A7
8836,AC103409.1
8837,RUNX1T1
8838,AC104211.2
8839,AC104211.1
8840,AC117834.1
8841,TRIQK
8842,LINC00535
8843,FAM92A
8844,AC120053.1
8845,AC010834.3
8846,RBM12B
8847,TMEM67
8848,PDP1
8849,CDH17
8850,GEM
8851,RAD54B
8852,FSBP
8853,VIRMA
8854,AC023632.2
8855,DPY19L4
8856,INTS8
8857,CCNE2
8858,NDUFAF6
8859,TP53INP1
8860,AC068189.2
8861,PLEKHF2
8862,C8orf37-AS1
8863,C8orf37
8864,UQCRB
8865,MTERF3
8866,PTDSS1
8867,SDC2
8868,CPQ
8869,TSPYL5
8870,MTDH
8871,LAPTM4B
8872,MATN2
8873,RPL30
8874,AP003352.1
8875,RIDA
8876,POP1
8877,NIPAL2
8878,STK3
8879,OSR2
8880,VPS13B-DT
8881,VPS13B
8882,COX6C
8883,RGS22
8884,POLR2K
8885,SPAG1
8886,RNF19A
8887,ANKRD46
8888,SNX31
8889,PABPC1
8890,YWHAZ
8891,AP003469.2
8892,AP003469.4
8893,ZNF706
8894,GRHL2
8895,NCALD
8896,AP000426.1
8897,RRM2B
8898,UBR5-AS1
8899,UBR5
8900,AP002907.1
8901,KLF10
8902,AP002851.1
8903,AZIN1
8904,AZIN1-AS1
8905,ATP6V1C1
8906,BAALC
8907,BAALC-AS1
8908,FZD6
8909,CTHRC1
8910,AC012213.3
8911,SLC25A32
8912,DCAF13
8913,AC012213.1
8914,RIMS2
8915,DPYS
8916,LRP12
8917,ZFPM2
8918,ZFPM2-AS1
8919,AC027031.2
8920,OXR1
8921,AC090579.1
8922,ANGPT1
8923,AC025508.1
8924,RSPO2
8925,EIF3E
8926,EMC2
8927,TMEM74
8928,AC104248.1
8929,NUDCD1
8930,ENY2
8931,PKHD1L1
8932,EBAG9
8933,SYBU
8934,KCNV1
8935,LINC01608
8936,LINC02237
8937,CSMD3
8938,AC055788.1
8939,TRPS1
8940,LINC00536
8941,EIF3H
8942,UTP23
8943,RAD21
8944,AARD
8945,MED30
8946,EXT1
8947,SAMD12
8948,AC023590.1
8949,SAMD12-AS1
8950,COLEC10
8951,MAL2
8952,AC021733.4
8953,CCN3
8954,ENPP2
8955,TAF2
8956,AP005717.2
8957,DSCC1
8958,DEPTOR
8959,AC091563.1
8960,COL14A1
8961,MRPL13
8962,MTBP
8963,SNTB1
8964,AC104958.1
8965,AC104958.2
8966,AC068413.1
8967,HAS2
8968,HAS2-AS1
8969,LINC01151
