gene_id,gene_name
31890,TBC1D3E
31891,LINC01904
31892,AC116003.3
31893,LINC01879
31894,AC010336.2
31895,AC011474.2
31896,AL158013.1
31897,AL121772.2
31898,BX640514.1
31899,AL008721.1
31900,BX324167.2
31901,AL359771.1
31902,AC239802.1
31903,FAM71A
31904,AC010969.1
31905,LINC01866
31906,LINC01820
31907,REG1B
31908,AC064853.1
31909,AC005538.1
31910,PRLH
31911,TMEM89
31912,AC097358.2
31913,AC092468.1
31914,AC147067.2
31915,AC093772.2
31916,AC096711.1
31917,AC108174.1
31918,AC008592.5
31919,AL022724.2
31920,LINC01108
31921,IL17A
31922,LINC00602
31923,AL354892.2
31924,AC009630.4
31925,FAM83A-AS1
31926,LCN9
31927,AL583852.1
31928,AC022028.2
31929,AL731769.1
31930,AC021066.1
31931,AL157871.2
31932,AC013652.2
31933,ODF3L1
31934,AC106028.2
31935,AC009097.3
31936,AC010531.7
31937,AC092120.1
31938,AC092143.2
31939,AC006435.3
31940,CCL7
31941,AC079331.3
31942,AC091588.1
31943,AC022098.4
31944,AC010463.2
31945,AC011500.3
31946,AC006262.3
31947,AL121899.4
31948,C20orf141
31949,AL121761.1
31950,PI3
31951,ANKRD60
31952,AP001610.3
31953,AC244250.4
31954,AL022334.2
31955,CAMTA1-IT1
31956,AL354712.1
31957,AL354919.2
31958,AL355483.1
31959,AC245014.1
31960,LCE1C
31961,AL445228.1
31962,AL136322.1
31963,ERLNC1
31964,LINC01710
31965,AL451007.2
31966,OR14K1
31967,AC116609.3
31968,AC099344.2
31969,AC114752.1
31970,AC022201.2
31971,NAT8
31972,AC103563.7
31973,AC112229.2
31974,AC096649.1
31975,AC080075.1
31976,AC008269.2
31977,AC008273.1
31978,AC017104.6
31979,GRM7-AS2
31980,LINC01267
31981,CCDC54
31982,AC020634.2
31983,AC092954.2
31984,AC093903.1
31985,AC019193.3
31986,AC034229.2
31987,EGFLAM-AS2
31988,AC091987.1
31989,AC010251.1
31990,SCGB3A2
31991,AC008627.1
31992,AC026688.2
31993,AC025437.1
31994,GMCL2
31995,LINC02531
31996,AL357513.1
31997,AL035603.1
31998,AL024497.1
31999,AL049548.1
32000,AL360169.1
32001,AL356123.1
32002,AL009178.2
32003,AL049612.1
32004,MYL7
32005,OR2AE1
32006,CTAGE8
32007,AF067845.2
32008,MOS
32009,AC091047.1
32010,AC016240.1
32011,AP003469.1
32012,AC100860.1
32013,BX664718.1
32014,AL392185.1
32015,OR13C3
32016,AL355601.1
32017,GPRACR
32018,LRRC26
32019,AL590068.2
32020,AL353600.1
32021,CYP26A1
32022,LBX1
32023,AL161645.1
32024,AC132217.1
32025,KCNQ1DN
32026,AC090587.1
32027,OR51C1P
32028,OR56A4
32029,AC124798.2
32030,MRGPRX4
32031,AC040936.1
32032,MS4A10
32033,AP001458.1
32034,CCDC87
32035,AP001271.1
32036,LINC01537
32037,AP003973.3
32038,AP000997.3
32039,LINC02151
32040,CACNA1C-AS3
32041,AC007655.1
32042,AC087260.1
32043,AC004241.4
32044,AC121338.2
32045,KRT3
32046,AC078820.1
32047,AC016993.1
32048,AC010196.1
32049,LINC02415
32050,AC138466.3
32051,AC026786.2
32052,ZDHHC20-IT1
32053,AL139081.2
32054,CCDC70
32055,AL160154.1
32056,AL138954.1
32057,LINC00399
32058,LINC01044
32059,RNASE7
32060,AL352979.2
32061,LINC02329
32062,AL133153.2
32063,AL121612.2
32064,AC011196.1
32065,AC102941.2
32066,DUOXA2
32067,AC021818.1
32068,AC022188.1
32069,AC109809.1
32070,AC015660.3
32071,AF001548.1
32072,AC126755.2
32073,AC008870.1
32074,AC116348.2
32075,AC007336.2
32076,AC092125.2
32077,AC138625.2
32078,AC092723.1
32079,AC116914.1
32080,AC118754.1
32081,AC005277.2
32082,AC013248.1
32083,AC022916.4
32084,AC006449.1
32085,AC080112.1
32086,HOXB-AS2
32087,AC007485.1
32088,AC005544.1
32089,GPR142
32090,AC129510.2
32091,LINC00668
32092,AP005432.2
32093,AC090912.3
32094,AC090236.1
32095,AC004449.1
32096,AC010335.1
32097,AC005307.1
32098,AC008555.1
32099,AC020922.4
32100,AL035420.3
32101,CU639417.4
32102,AP001619.1
32103,AP001066.1
32104,DGCR10
32105,Z99916.1
32106,Z82198.1
32107,Z82196.1
32108,Z97192.4
32109,SYP-AS1
32110,RAB41
32111,AFF2-IT1
32112,MIR1302-2HG
32113,AL592464.3
32114,AL592464.1
32115,AL034380.1
32116,AL020997.5
32117,AL353622.2
32118,AL513218.1
32119,AL591742.2
32120,AC245008.1
32121,LCE5A
32122,PGLYRP4
32123,AL355482.2
32124,OCLM
32125,AL713866.1
32126,AC105275.2
32127,LINC00538
32128,OR2M5
32129,OR2T1
32130,AC018693.1
32131,AC007278.1
32132,AC017074.2
32133,AC023128.1
32134,AC023787.1
32135,AC112219.2
32136,AC108693.2
32137,LINC02010
32138,AC090425.2
32139,GP5
32140,AC096734.1
32141,AC026740.1
32142,AC026740.3
32143,AC025174.1
32144,AC091838.1
32145,AC008972.1
32146,ATG10-IT1
32147,AC074131.1
32148,AC106786.1
32149,AC010240.3
32150,DCANP1
32151,AC113382.2
32152,AC008667.4
32153,C5orf60
32154,OR2J1
32155,AL034374.1
32156,FO680682.1
32157,AL035694.1
32158,TRGV4
32159,AC073878.2
32160,LLCFC1
32161,TAS2R60
32162,AC011899.3
32163,OR4F21
32164,AC114550.2
32165,AC068880.3
32166,AC107959.3
32167,AC025871.2
32168,AC084024.1
32169,AC091163.1
32170,AC108002.2
32171,AL449043.1
32172,AL354694.1
32173,IFNA5
32174,AC017067.1
32175,AL161729.3
32176,ACTL7A
32177,LINC02247
32178,STPG3
32179,AL158211.4
32180,AL645634.2
32181,AL138759.1
32182,LINC02620
32183,LINC01165
32184,AC127526.4
32185,OR51Q1
32186,AP001107.6
32187,AP001189.5
32188,AP003973.2
32189,AC005841.1
32190,TAS2R7
32191,AC020612.4
32192,AC117505.1
32193,PMCH
32194,AC079360.1
32195,ENOX1-AS2
32196,AL139230.1
32197,LINC01034
32198,AL159158.1
32199,AL135744.1
32200,TRAJ39
32201,TRAJ37
32202,AL445363.2
32203,AL355103.1
32204,LINC02287
32205,GOLGA6L1
32206,C15orf54
32207,AC090651.1
32208,AC024270.4
32209,AC136698.1
32210,AC048382.4
32211,AC087477.4
32212,SPATA8
32213,Z97986.1
32214,PRSS22
32215,AC009121.2
32216,AC010333.3
32217,AC003009.1
32218,AC136443.3
32219,AC009159.1
32220,AC092275.1
32221,PABPN1L
32222,AC129507.4
32223,AC004706.1
32224,AC061975.7
32225,AC104564.4
32226,AC015911.5
32227,AC100808.1
32228,USH1G
32229,AC015819.1
32230,AC012615.5
32231,AC005339.1
32232,AC008543.4
32233,AC005387.1
32234,AC007786.2
32235,LHB
32236,VN1R2
32237,LINC02560
32238,AL136460.1
32239,AL121782.1
32240,ADIG
32241,AL139351.1
32242,BMP7-AS1
32243,AL121917.2
32244,AF127577.5
32245,KRTAP7-1
32246,KRTAP11-1
32247,AP001063.1
32248,AP000553.3
32249,APOBEC3B
32250,CR559946.1
32251,GYG2-AS1
32252,VCX3A
32253,XAGE2
32254,PAGE2B
32255,PAGE2
32256,P2RY4
32257,BX276092.9
32258,AMMECR1-IT1
32259,TEX13C
32260,AL713923.1
32261,AC007359.1
32262,AC008175.1
32263,LINC01777
32264,SFN
32265,AC098484.1
32266,AL390243.1
32267,AL844170.1
32268,AC092807.1
32269,AC092802.3
32270,AL139420.2
32271,AL359962.2
32272,AC092580.4
32273,AC011247.1
32274,AC018682.2
32275,AC007099.2
32276,GPR45
32277,AC097713.3
32278,AC011298.1
32279,AC005104.1
32280,THOC7-AS1
32281,AC017015.2
32282,AC026355.3
32283,AC069257.1
32284,GSX2
32285,AC079768.2
32286,AC106754.1
32287,AC022447.6
32288,C5orf64-AS1
32289,AC108482.1
32290,AC099509.2
32291,AC244517.7
32292,AC008453.1
32293,AC008443.2
32294,LINC01556
32295,MCCD1
32296,LINC01526
32297,BX322234.2
32298,AC004160.2
32299,AC073270.1
32300,AC002057.1
32301,TRBV28
32302,TAS2R40
32303,CTAGE15
32304,AC021218.1
32305,AC004975.2
32306,AC006372.2
32307,AC037441.1
32308,AC016405.2
32309,FAM138C
32310,AL512643.1
32311,AL357874.2
32312,CR769776.3
32313,FOXE1
32314,AL807752.4
32315,BX255925.4
32316,ZNF32-AS1
32317,LINC02667
32318,AC136475.8
32319,AC090587.2
32320,OR52N2
32321,AC116456.1
32322,AP001107.5
32323,AP001189.1
32324,AP003043.1
32325,TAS2R42
32326,WNT1
32327,AC025576.2
32328,LINC02399
32329,LINC00421
32330,AL359538.3
32331,LINC00446
32332,TRAV13-1
32333,TRAV17
32334,TRAV26-2
32335,SIX6
32336,AL355102.3
32337,LINC00524
32338,IGHV3-15
32339,AC087721.1
32340,AC012378.1
32341,LINC01413
32342,AC012409.4
32343,AC026523.3
32344,AC019254.2
32345,AL133297.1
32346,AC016597.2
32347,AC023813.4
32348,AC009166.3
32349,AC010547.2
32350,AC009075.1
32351,AC009119.2
32352,AC025280.1
32353,AC026954.3
32354,AC104996.1
32355,AC091180.3
32356,AC080037.2
32357,AC022211.1
32358,GALR2
32359,AC139099.1
32360,AP005137.2
32361,AC023421.1
32362,AC103808.3
32363,CYP4F2
32364,AC008764.5
32365,AL133396.2
32366,CST1
32367,AL035665.1
32368,WFDC13
32369,AL157414.1
32370,CBLL2
32371,AL158069.1
32372,DLG3-AS1
32373,FAM224B
32374,OR4F5
32375,TMEM88B
32376,LINC02781
32377,AL121992.2
32378,LINC01783
32379,AL590644.1
32380,AL391883.1
32381,AL391650.1
32382,CD164L2
32383,HMGB4
32384,AL122010.1
32385,AL929472.3
32386,AL033527.2
32387,AL603839.1
32388,LINC01398
32389,AL591167.1
32390,AL355483.2
32391,AC119428.1
32392,AL355310.3
32393,AL450468.1
32394,UBL4B
32395,KCNA10
32396,AL136376.1
32397,TCHHL1
32398,AL162591.2
32399,AL592078.1
32400,LENEP
32401,CRP
32402,ITLN2
32403,APOA2
32404,AL158837.1
32405,AL162399.1
32406,LINC01351
32407,AL606537.1
32408,SPATA17-AS1
32409,AL360013.2
32410,AL353052.2
32411,AL160408.5
32412,AL359259.1
32413,AL365184.2
32414,AC104462.2
32415,AC105393.1
32416,AC114808.2
32417,AC141930.2
32418,AC018685.3
32419,AC093904.2
32420,AC012456.1
32421,AC113608.2
32422,AGBL5-IT1
32423,AC009305.1
32424,AC114752.2
32425,CD207
32426,LINC01964
32427,AC133644.2
32428,AC159540.1
32429,AC010884.2
32430,IL37
32431,AC110769.1
32432,AC013275.1
32433,AC013269.1
32434,AC009227.2
32435,AC007405.2
32436,AC009336.1
32437,AC007879.2
32438,FBXO36-IT1
32439,AC093915.1
32440,LINC01940
32441,AC090952.1
32442,AC090953.2
32443,AC132807.1
32444,GNAT1
32445,IQCF2
32446,AC137936.1
32447,CLSTN2-AS1
32448,LINC01014
32449,LINC02041
32450,AC107464.2
32451,AC019103.1
32452,AC097381.1
32453,FGFBP1
32454,AC093746.1
32455,AC111197.1
32456,AC097110.1
32457,AC067942.4
32458,GIMD1
32459,FABP2
32460,AC098859.2
32461,AC105914.2
32462,AC122719.1
32463,AC122719.2
32464,AC126768.2
32465,AC091965.1
32466,HSPB3
32467,TMEM174
32468,AC093283.1
32469,AC008539.1
32470,AC074132.1
32471,AC026408.1
32472,AC099509.1
32473,AC091917.1
32474,LINC01848
32475,LINC02216
32476,AC091962.1
32477,AC091979.2
32478,AC091819.2
32479,AC113348.1
32480,AL109914.1
32481,AL158198.2
32482,OR2I1P
32483,TRIM15
32484,LY6G6F
32485,MLIP-IT1
32486,AL132875.3
32487,Z84488.1
32488,AL359547.1
32489,AL031773.1
32490,Z97205.1
32491,TBXT
32492,AC073316.2
32493,AC004080.2
32494,AC073349.5
32495,AC073127.1
32496,AC008154.2
32497,AC005692.2
32498,AC006372.1
32499,AC144568.2
32500,AC019257.2
32501,AC087369.2
32502,AC022784.3
32503,AC092818.1
32504,AC091182.2
32505,NKX6-3
32506,AC100805.1
32507,AC013701.2
32508,AC013644.1
32509,CRH
32510,AC091010.1
32511,AC107953.2
32512,AC090193.1
32513,AC100858.2
32514,CCAT2
32515,AC087045.2
32516,AC103955.1
32517,TONSL-AS1
32518,CDKN2A-DT
32519,AL161628.1
32520,LINC01627
32521,AL590491.2
32522,AL391987.2
32523,FOXD4L4
32524,FOXD4L3
32525,AL138749.1
32526,BX470209.2
32527,AL133477.3
32528,AL512649.2
32529,AL357936.1
32530,AL359091.1
32531,AL161785.2
32532,AL353803.5
32533,OBP2B
32534,AL807752.3
32535,AL157709.1
32536,AL392083.2
32537,GATA3-AS1
32538,PTF1A
32539,AL132657.2
32540,FXYD4
32541,AC245041.1
32542,AL731537.2
32543,AC016396.2
32544,AL451049.1
32545,AC022392.1
32546,AC010163.1
32547,LRIT2
32548,C10orf62
32549,AL133215.1
32550,VAX1
32551,LINC01164
32552,AL360181.4
32553,OR52B6
32554,OR56B4
32555,KC877392.1
32556,AC009656.1
32557,PTGDR2
32558,AP003721.3
32559,AP001591.1
32560,GPHA2
32561,FGF3
32562,ANO1-AS1
32563,AP001189.3
32564,AP003027.1
32565,AP002008.3
32566,AP000755.1
32567,PATE3
32568,OPCML-IT2
32569,AC007406.1
32570,CACNA1C-IT2
32571,AC006206.1
32572,AC009533.4
32573,AC087588.3
32574,AC011603.3
32575,AC020612.3
32576,AC034102.7
32577,AC090680.1
32578,AC078916.1
32579,AC063948.1
32580,AC078880.5
32581,AC068768.1
32582,AC068787.3
32583,LINC02411
32584,AC140118.1
32585,AC117500.1
32586,AC148477.1
32587,LINC01046
32588,AL354674.1
32589,LINC00385
32590,SPERT
32591,AL136301.1
32592,NDFIP2-AS1
32593,AL360267.1
32594,LINC01039
32595,AL162574.1
32596,F10-AS1
32597,RNASE9
32598,EDDM3A
32599,EDDM3B
32600,SLC39A2
32601,OR4E1
32602,TRAV19
32603,AC243965.1
32604,AL161663.2
32605,AL121809.2
32606,AL139354.1
32607,AC007375.3
32608,AL049775.3
32609,AL110504.1
32610,AL359399.1
32611,GOLGA6L6
32612,AC135068.1
32613,AC104002.1
32614,AC021979.3
32615,AC102941.1
32616,AC090877.2
32617,AC022929.1
32618,AC020658.3
32619,AC013356.3
32620,AC122108.2
32621,AC018904.2
32622,LINC02205
32623,AC105020.4
32624,AC027243.1
32625,AC026956.2
32626,AC021422.1
32627,AC112693.1
32628,OR4F6
32629,LINC02164
32630,AC010401.2
32631,AC009167.1
32632,AC136618.1
32633,AC133485.3
32634,AC007493.2
32635,AC026462.5
32636,AGRP
32637,AC010536.3
32638,IL17C
32639,AL450226.1
32640,AC113189.3
32641,AC135178.2
32642,AC011193.1
32643,AC243830.3
32644,KRT40
32645,AC015936.1
32646,AC003070.2
32647,AC018521.3
32648,AC025521.1
32649,AC005884.2
32650,AC005544.2
32651,AC021683.6
32652,AC006238.1
32653,AC006557.3
32654,LINC01444
32655,AC090371.1
32656,AC007673.1
32657,AC104365.2
32658,MC4R
32659,AC012101.1
32660,AC103808.6
32661,AC068473.2
32662,AC006273.1
32663,AC011498.2
32664,AC011491.2
32665,AC008734.2
32666,AC011503.4
32667,AC092296.1
32668,AC092296.4
32669,LGALS7B
32670,AC011510.1
32671,AC115522.1
32672,CGB7
32673,KLK12
32674,AC018755.1
32675,AC006272.1
32676,AL121584.1
32677,AL049594.1
32678,AL080312.2
32679,AL031651.1
32680,SLC32A1
32681,AL031676.1
32682,AL136102.1
32683,LINC01441
32684,LINC01711
32685,AL096828.2
32686,LINC01669
32687,POTED
32688,LINC01690
32689,AP000696.2
32690,AP001434.1
32691,AP001630.1
32692,CCT8L2
32693,AC007326.2
32694,FAM230G
32695,LINC02559
32696,AL049747.1
32697,XAGE5
32698,Z70719.1
32699,NXF2
32700,AL023877.1
32701,RHOXF2B
32702,AL035443.1
32703,SPANXC
32704,HSFX4
32705,FATE1
32706,OPN1LW
32707,H2AFB3
32708,AC010722.1
32709,TTTY22
32710,FAM224A
32711,AL358876.2
32712,AL357140.1
32713,TAS1R2
32714,AC117945.1
32715,AL355483.3
32716,AL445205.1
32717,BARHL2
32718,AC244394.2
32719,SLAMF9
32720,TEX50
32721,AL359853.1
32722,AL137800.1
32723,AL355526.2
32724,U91324.1
32725,AC017006.1
32726,TMEM247
32727,GKN1
32728,AC068616.1
32729,AC012307.1
32730,AC011893.1
32731,AC068492.1
32732,AC007557.2
32733,FEV
32734,AC066595.1
32735,SRGAP3-AS1
32736,LINC00606
32737,AC099050.1
32738,AC115284.3
32739,AC097015.1
32740,OR5K2
32741,AC097103.1
32742,AC073359.1
32743,AC026355.2
32744,TPRG1-AS2
32745,PSAPL1
32746,AC093879.2
32747,LINC02430
32748,AC109517.1
32749,LRRC14B
32750,AC099499.2
32751,AC008940.1
32752,LINC01385
32753,AC010486.1
32754,AC113349.2
32755,AC022092.1
32756,SLC25A48-AS1
32757,AC008378.1
32758,AL034346.1
32759,AL133351.2
32760,AL136309.4
32761,AL139039.3
32762,TSPO2
32763,LINCMD1
32764,AL132875.2
32765,AL365214.4
32766,AL035604.1
32767,GJE1
32768,AL138916.2
32769,ELFN1-AS1
32770,AC005162.2
32771,TRBV23-1
32772,MNX1-AS1
32773,NKX2-6
32774,AC084026.2
32775,AC090820.2
32776,AC102945.1
32777,AC103724.3
32778,AC016877.3
32779,AP003550.1
32780,KLHL38
32781,AC087341.1
32782,AC040914.1
32783,AF186192.3
32784,LINC01230
32785,C9orf135-DT
32786,AL353611.1
32787,EBLN1
32788,RBP3
32789,LINC02655
32790,AC108448.1
32791,OR52B4
32792,HBG1
32793,AC104237.3
32794,AC080023.1
32795,AC009806.1
32796,TEX54
32797,AP000808.1
32798,MRGPRD
32799,AP000851.2
32800,AP006216.1
32801,OR8B3
32802,AP001999.2
32803,LINC02443
32804,AC007552.2
32805,AC121334.4
32806,AC004241.2
32807,DDN
32808,AC025162.1
32809,AC008055.2
32810,IL31
32811,AC130404.2
32812,LINC00428
32813,HTR2A-AS1
32814,AL450423.2
32815,AL445288.1
32816,AL138957.1
32817,LINC00333
32818,AL161668.4
32819,AL161668.2
32820,TRAV5
32821,FOXG1
32822,AF111169.2
32823,AL132642.1
32824,AC087878.1
32825,AC020658.4
32826,LINC02255
32827,AC020663.2
32828,LINC02186
32829,LINC02167
32830,AC009097.4
32831,CTRB2
32832,AC092142.2
32833,AC098850.2
32834,AC011840.4
32835,AC005549.1
32836,AC005552.1
32837,AC244100.2
32838,LINC02079
32839,KRT28
32840,KRT32
32841,KRT13
32842,LINC01976
32843,RPRML
32844,AC015909.4
32845,AC025048.1
32846,AC087289.4
32847,AC116025.2
32848,LINC01896
32849,AC005258.2
32850,AC005954.1
32851,AC007787.1
32852,AC008737.3
32853,AC008736.2
32854,AC010605.1
32855,AC011462.3
32856,AC008735.3
32857,AC005261.3
32858,AL049794.2
32859,FAM242B
32860,AL136172.1
32861,AL133232.1
32862,AL035541.1
32863,LINC00659
32864,LINC00161
32865,AF015262.1
32866,IGKV2OR22-3
32867,AP000345.3
32868,AL008638.5
32869,IGLVIVOR22-2
32870,Z82214.2
32871,TAB3-AS1
32872,TFDP3
32873,ETDA
32874,SPANXB1
32875,TTTY2B
32876,TTTY4
32877,AC171558.1
32878,AL627309.3
32879,AL627309.2
32880,AL831784.1
32881,AL031848.1
32882,AL590729.1
32883,GJB5
32884,GJB4
32885,AL596257.1
32886,AC099677.4
32887,AL356387.1
32888,KCND3-IT1
32889,KCND3-AS1
32890,TSHB
32891,LINC01779
32892,AC241644.1
32893,AC241644.2
32894,PPIAL4C
32895,TMOD4
32896,PGLYRP3
32897,AL512785.1
32898,TEDDM1
32899,AL590422.1
32900,AL133553.2
32901,AC098934.4
32902,AVPR1B
32903,AL122008.1
32904,OR14A2
32905,AC108025.1
32906,AC010729.1
32907,AC082651.4
32908,AC092687.2
32909,AC068286.1
32910,HS1BP3-IT1
32911,AC012506.2
32912,AC010967.2
32913,AC009970.1
32914,EGR4
32915,IGKV2D-30
32916,AC010982.2
32917,C1QL2
32918,AC011303.1
32919,AC093639.2
32920,AC007563.1
32921,AC026202.1
32922,LRRC2-AS1
32923,GPR15
32924,LINC00973
32925,AC092902.2
32926,DNAJB8
32927,AC010181.2
32928,LINC01998
32929,AC097381.2
32930,AC108037.1
32931,LINC01097
32932,LINC02260
32933,LINC02562
32934,LINC02483
32935,AC096732.1
32936,AC108075.1
32937,AC002460.1
32938,ROPN1L-AS1
32939,AC010387.1
32940,AC091893.2
32941,AC008808.2
32942,AC093248.1
32943,LINC02230
32944,ATG10-AS1
32945,AC008885.2
32946,AC093281.1
32947,AC114296.1
32948,PPP1R2B
32949,AC008601.1
32950,AL031963.2
32951,LINC02522
32952,LINC02530
32953,AL591030.1
32954,AL357315.1
32955,AC002464.1
32956,RFPL4B
32957,AL050331.2
32958,TCF21
32959,AC187653.1
32960,AC093734.1
32961,AC004415.1
32962,FERD3L
32963,AC006026.3
32964,AC004080.4
32965,HOXA13
32966,AC018637.1
32967,AC099654.16
32968,AC084864.1
32969,TRBV25-1
32970,AC073236.1
32971,AF131216.5
32972,AC084838.1
32973,ADRB3
32974,AC104393.1
32975,DKK4
32976,AP003471.1
32977,AC027451.1
32978,AC108136.1
32979,AC087667.1
32980,AC103726.1
32981,AC105180.1
32982,IFNW1
32983,AL353732.1
32984,AL356489.1
32985,LINC01251
32986,VPS13A-AS1
32987,AL772337.2
32988,AL353572.3
32989,OR13C5
32990,OR13C2
32991,AL807761.3
32992,AL162727.1
32993,AL445644.1
32994,RNF224
32995,AL355303.2
32996,AC044784.1
32997,AL158211.2
32998,AL356952.1
32999,AL596223.2
33000,CDH23-AS1
33001,TLX1
33002,C10orf120
33003,FOXI2
33004,KRTAP5-2
33005,RRM1-AS1
33006,AC091564.4
33007,OR10A4
33008,AC090099.2
33009,AC013799.1
33010,LINC02685
33011,C11orf94
33012,AC116021.1
33013,TRIM51GP
33014,AP002893.1
33015,OR5A2
33016,AP001922.2
33017,AP003031.1
33018,OMP
33019,AP000757.2
33020,MFRP
33021,AP001924.2
33022,LINC02617
33023,LINC02555
33024,AC025253.2
33025,KRT77
33026,LINC02420
33027,AC063947.1
33028,AC083806.3
33029,AC073864.1
33030,LINC02440
33031,LINC02825
33032,LINC01072
33033,MLNR
33034,LINC00560
33035,AL133371.1
33036,LINC02332
33037,CMA1
33038,AL132639.3
33039,AL359792.1
33040,GSC
33041,AL355102.5
33042,LINC02304
33043,AC087463.1
33044,C15orf56
33045,AC013356.2
33046,AC022405.1
33047,AC012653.2
33048,AC103740.2
33049,AC027237.4
33050,AC026583.1
33051,AC090826.3
33052,LINGO1-AS2
33053,AC103858.2
33054,AC013391.3
33055,COX6A2
33056,AC010542.1
33057,AC020978.4
33058,AC138625.1
33059,AC108097.1
33060,AC026469.1
33061,LINC02189
33062,AC134312.3
33063,AC134312.2
33064,DHX33-DT
33065,AC027763.2
33066,SPEM1
33067,AC129492.1
33068,AC005304.1
33069,AC015818.7
33070,AC079336.3
33071,AC084809.2
33072,AC004147.5
33073,AC125257.2
33074,LINC01974
33075,AC025048.7
33076,GH1
33077,AC127496.3
33078,TEX19
33079,AP005899.2
33080,AP005482.2
33081,AC091043.1
33082,AC090912.2
33083,AC104961.1
33084,AC090227.3
33085,LINC01539
33086,AC040963.1
33087,AC103808.5
33088,AC005330.1
33089,AC005790.1
33090,MBD3L5
33091,AC020916.2
33092,UCA1
33093,LINC00905
33094,AC008738.6
33095,LINC01838
33096,AC005625.1
33097,LEUTX
33098,AC008687.4
33099,AVP
33100,AL078623.1
33101,AL359511.2
33102,BPIFB3
33103,LINC01734
33104,AL160413.1
33105,AL050327.1
33106,AL121908.1
33107,KRTAP21-1
33108,OLIG2
33109,TFF2
33110,AP000471.1
33111,IGKV2OR22-4
33112,Z97056.1
33113,FRMPD4-AS1
33114,GAGE12J
33115,RTL4
33116,AC002368.1
33117,HSFX3
33118,HSFX2
33119,BX546450.1
33120,U82671.1
33121,CTAG2
33122,LINC00280
33123,AL445933.2
33124,AC243547.1
33125,OR6N2
33126,AC244035.2
33127,AL356361.2
33128,IGKV3-15
33129,AC010894.4
33130,AC013401.1
33131,AC068135.2
33132,AC007557.1
33133,AC114814.1
33134,AC023787.3
33135,AC122683.1
33136,AC138057.1
33137,AC098969.1
33138,AC107302.2
33139,PLCXD2-AS1
33140,AC139887.1
33141,AC093677.3
33142,AC079298.2
33143,NPY2R
33144,AC109458.2
33145,AC244517.4
33146,AC025437.2
33147,AL160400.1
33148,HIST1H1T
33149,AL139275.2
33150,GPR31
33151,AC091729.2
33152,AC005232.1
33153,TRGVA
33154,TRGV5P
33155,TRBV6-2
33156,TRBV7-3
33157,TRBV14
33158,TRBV24-1
33159,AC009623.2
33160,AC124067.1
33161,AL353614.1
33162,CCIN
33163,FAM242D
33164,AL354897.2
33165,AL161452.1
33166,AL583859.3
33167,NEUROG3
33168,AL390862.1
33169,MUC5AC
33170,MRPL23-AS1
33171,OR52E6
33172,OR52E8
33173,OR52B2
33174,AC132216.1
33175,AC010768.1
33176,AP006287.3
33177,AP003498.2
33178,AP002993.1
33179,TSPAN9-IT1
33180,CAPZA3
33181,AC024884.2
33182,AC090503.1
33183,AC026108.2
33184,AC137590.2
33185,AL512484.1
33186,LINC00543
33187,LINC00379
33188,LINC00454
33189,AL589743.1
33190,RNASE8
33191,AL161747.2
33192,TRAV8-3
33193,TRAV8-4
33194,TRAV29DV5
33195,TRAJ38
33196,TRAJ22
33197,AC004817.2
33198,IGHV3-7
33199,IGHV3-49
33200,IGHV2-70D
33201,AC012379.2
33202,AC064799.2
33203,AC024270.2
33204,AC103982.1
33205,LINC01582
33206,AC022523.3
33207,AC008741.1
33208,C16orf82
33209,AC007342.5
33210,AC134312.6
33211,AC138028.3
33212,BHLHA9
33213,AC135726.1
33214,AC135178.5
33215,AC126365.1
33216,AC010761.5
33217,AC011824.1
33218,TBC1D3K
33219,AC111182.2
33220,AP001120.1
33221,CTAGE1
33222,AC100778.1
33223,AC105105.1
33224,AC091027.2
33225,AC006538.4
33226,AC008734.1
33227,CEACAM18
33228,AC008753.3
33229,DEFB129
33230,AL121582.1
33231,AL121762.1
33232,ABHD16B
33233,KRTAP21-3
33234,KRTAP19-8
33235,DSCAM-IT1
33236,LINC00163
33237,AL133499.1
33238,RIMBP3C
33239,IGLV1-44
33240,IGLV2-14
33241,Z83839.2
33242,LINC01639
33243,AL031593.1
33244,AC092198.1
33245,BMP15
33246,CDX4
33247,RBMXL3
33248,INTS6L-AS1
33249,AC235097.1
33250,DAZ2
33251,LINC01761
33252,AC108142.1
33253,AL732372.1
33254,LINC02806
33255,HIST3H3
33256,AC093904.4
33257,AC115619.1
33258,IL36RN
33259,LINC01120
33260,AC107079.1
33261,AC021860.1
33262,AC022441.1
33263,LINC01932
33264,VGLL2
33265,AC091173.1
33266,OR1B1
33267,AL391704.2
33268,AC007527.2
33269,TRAV8-2
33270,AL355096.1
33271,AC006111.1
33272,AC012417.1
33273,LINC01897
33274,AC005392.2
33275,EPPIN
33276,RNF185-AS1
33277,AL645608.4
33278,LINC01646
33279,LINC02782
33280,PRAMEF10
33281,AL136985.2
33282,AC098657.2
33283,GJA8
33284,AL590408.1
33285,LINC01699
33286,AL359979.2
33287,AC104695.1
33288,REG1A
33289,EN1
33290,AC053503.4
33291,AC009410.1
33292,AC114730.1
33293,AC105935.2
33294,LINC02517
33295,ODAM
33296,FDCSP
33297,PPBP
33298,FGG
33299,AC108046.1
33300,AC112204.2
33301,MCIDAS
33302,AC109133.1
33303,LINC01335
33304,AC005618.3
33305,AC025437.5
33306,AC109479.1
33307,DPPA5
33308,AL133457.1
33309,AL611929.1
33310,AL606970.4
