Dataset,Cell_or_nuclei,donor_ID,SpinalRegion,Level,Atlas_annotation,Sex,Age,Platform,cell_id
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12869
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12870
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12871
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12872
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12873
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12874
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,12875
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12876
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12877
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12878
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12879
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CHRNA3,M,56,10x FLEX,12880
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12881
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12882
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,12883
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12884
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12885
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12886
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12887
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12888
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12889
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/MRGPRX4,M,56,10x FLEX,12890
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12891
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12892
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12893
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CHRNA3,M,56,10x FLEX,12894
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12895
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12896
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12897
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12898
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12899
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,12900
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.NTRK3/S100A16,M,56,10x FLEX,12901
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12902
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12903
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,12904
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12905
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12906
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,12907
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,12908
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12909
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12910
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12911
U19_UTD,Nuclei,50AL,Cervical,C2,A-LTMR.TAC3,M,56,10x FLEX,12912
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12913
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12914
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12915
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12916
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CACNG5,M,56,10x FLEX,12917
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12918
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12919
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,12920
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12921
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12922
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12923
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12924
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.LGI2,M,56,10x FLEX,12925
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12926
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,12927
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12928
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12929
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12930
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,12931
U19_UTD,Nuclei,50AL,Cervical,C2,C-Thermo.RXFP1,M,56,10x FLEX,12932
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12933
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12934
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12935
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12936
U19_UTD,Nuclei,50AL,Cervical,C2,ATF3,M,56,10x FLEX,12937
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12938
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,12939
U19_UTD,Nuclei,50AL,Cervical,C2,ATF3,M,56,10x FLEX,12940
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12941
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12942
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.NTRK3/S100A16,M,56,10x FLEX,12943
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12944
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.ETV1,M,56,10x FLEX,12945
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.ADORA2B,M,56,10x FLEX,12946
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,12947
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.PCDH8,M,56,10x FLEX,12948
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12949
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12950
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12951
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12952
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12953
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12954
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12955
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12956
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12957
U19_UTD,Nuclei,50AL,Cervical,C2,A-LTMR.TAC3,M,56,10x FLEX,12958
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12959
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12960
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,12961
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12962
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12963
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12964
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,12965
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12966
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12967
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.ETV1,M,56,10x FLEX,12968
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12969
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12970
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12971
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12972
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12973
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12974
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,12975
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12976
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12977
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,12978
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12979
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12980
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,12981
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12982
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12983
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12984
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12985
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12986
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CACNG5,M,56,10x FLEX,12987
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.ADORA2B,M,56,10x FLEX,12988
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12989
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12990
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12991
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12992
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,12993
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,12994
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12995
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,12996
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,12997
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,12998
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,12999
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13000
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13001
U19_UTD,Nuclei,50AL,Cervical,C2,C-Thermo.RXFP1,M,56,10x FLEX,13002
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.PCDH8,M,56,10x FLEX,13003
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13004
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13005
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13006
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13007
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13008
U19_UTD,Nuclei,50AL,Cervical,C2,C-Thermo.TRPM8,M,56,10x FLEX,13009
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13010
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13011
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CACNG5,M,56,10x FLEX,13012
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13013
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13014
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CACNG5,M,56,10x FLEX,13015
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,13016
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13017
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CACNG5,M,56,10x FLEX,13018
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.PCDH8,M,56,10x FLEX,13019
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13020
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13021
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13022
U19_UTD,Nuclei,50AL,Cervical,C2,C-Thermo.TRPM8,M,56,10x FLEX,13023
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13024
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13025
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13026
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CHRNA3,M,56,10x FLEX,13027
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.NTRK3/S100A16,M,56,10x FLEX,13028
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,13029
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13030
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,13031
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13032
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13033
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13034
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13035
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13036
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,13037
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13038
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.NTRK3/S100A16,M,56,10x FLEX,13039
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.LGI2,M,56,10x FLEX,13040
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13041
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13042
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13043
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.ETV1,M,56,10x FLEX,13044
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,13045
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13046
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13047
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13048
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13049
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13050
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13051
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13052
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13053
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13054
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13055
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13056
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13057
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.LGI2,M,56,10x FLEX,13058
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.EPHA3,M,56,10x FLEX,13059
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13060
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13061
U19_UTD,Nuclei,50AL,Cervical,C2,C-Thermo.RXFP1,M,56,10x FLEX,13062
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CACNG5,M,56,10x FLEX,13063
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,13064
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,13065
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,13066
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13067
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13068
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13069
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13070
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13071
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13072
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13073
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CHRNA3,M,56,10x FLEX,13074
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13075
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13076
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,13077
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13078
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13079
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13080
U19_UTD,Nuclei,50AL,Cervical,C2,ATF3,M,56,10x FLEX,13081
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13082
U19_UTD,Nuclei,50AL,Cervical,C2,C-LTMR.CDH9,M,56,10x FLEX,13083
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CACNG5,M,56,10x FLEX,13084
U19_UTD,Nuclei,50AL,Cervical,C2,A-LTMR.TAC3,M,56,10x FLEX,13085
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13086
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,13087
U19_UTD,Nuclei,50AL,Cervical,C2,A-LTMR.TAC3,M,56,10x FLEX,13088
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.PCDH8,M,56,10x FLEX,13089
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13090
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13091
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13092
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13093
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13094
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13095
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13096
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13097
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13098
U19_UTD,Nuclei,50AL,Cervical,C2,A-LTMR.TAC3,M,56,10x FLEX,13099
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13100
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.PCDH8,M,56,10x FLEX,13101
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13102
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,13103
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13104
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13105
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13106
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,13107
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13108
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13109
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13110
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13111
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.LGI2,M,56,10x FLEX,13112
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CACNG5,M,56,10x FLEX,13113
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.KIT,M,56,10x FLEX,13114
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13115
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.SST,M,56,10x FLEX,13116
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13117
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.NSG2,M,56,10x FLEX,13118
U19_UTD,Nuclei,50AL,Cervical,C2,C-PEP.TAC1/CACNG5,M,56,10x FLEX,13119
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.CHRNA7/SLC18A3,M,56,10x FLEX,13120
U19_UTD,Nuclei,50AL,Cervical,C2,C-Thermo.TRPM8,M,56,10x FLEX,13121
U19_UTD,Nuclei,50AL,Cervical,C2,A-PEP.SCGN/ADRA2C,M,56,10x FLEX,13122
U19_UTD,Nuclei,50AL,Cervical,C2,C-NP.MRGPRX1/GFRA2,M,56,10x FLEX,13123
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13124
U19_UTD,Nuclei,50AL,Cervical,C2,A-Propr.HAPLN4,M,56,10x FLEX,13125
U19_UTD,Nuclei,50AL,Cervical,C2,Ab-LTMR.CCKAR,M,56,10x FLEX,13126
